iteration,epcis_ms,pin_ms,notarization_ms,gateway_ms,cid,tx_digest
1,1.61,741.59,828.03,7215.21,QmaPgvY1N23LcqvV5U5rye553qWkBQ4wiwXSgBDFkrKXJh,owdggv6UJ1kddcCbLmBX9aJi2CqRCC6s9b8Yk9cKFbp
2,0.07,1963.09,4166.11,4870.38,Qmd7zWJu9T4h3h51c7N7nV6FCbaGbDr5MSfHizQdRXb9Kt,23znD51zRwwoxNyU6FSna9fkFEPPtXn7WmhAXsHMFEfG
